time	1-T	2-T	3-T	4-T
2021-12-06T09:25:23.517Z	999	138	743	40
2021-12-06T09:25:43.521Z	993	118	725	46
2021-12-06T09:26:03.523Z	981	101	709	52
2021-12-06T09:26:23.535Z	964	86	692	59
2021-12-06T09:26:43.548Z	941	71	676	65
2021-12-06T09:27:03.553Z	909	56	659	72
2021-12-06T09:27:23.560Z	876	44	639	79
2021-12-06T09:27:43.572Z	838	34	622	88
2021-12-06T09:28:03.575Z	796	25	604	96
2021-12-06T09:28:23.588Z	750	17	586	104
2021-12-06T09:28:43.601Z	696	10	568	112
2021-12-06T09:29:03.612Z	645	5	549	121
2021-12-06T09:29:23.613Z	593	2	530	131
2021-12-06T09:29:43.617Z	539	0	512	140
2021-12-06T09:30:03.624Z	484	0	494	150
2021-12-06T09:30:23.638Z	424	1	476	159
2021-12-06T09:30:43.652Z	371	4	456	170
2021-12-06T09:31:03.663Z	320	9	438	181
2021-12-06T09:31:23.675Z	270	14	420	192
2021-12-06T09:31:43.676Z	223	21	402	202
2021-12-06T09:32:03.691Z	175	31	385	213
2021-12-06T09:32:23.698Z	136	41	365	225
2021-12-06T09:32:43.704Z	101	53	348	237
2021-12-06T09:33:03.711Z	70	66	331	249
2021-12-06T09:33:23.712Z	45	80	314	261
2021-12-06T09:33:43.712Z	23	95	297	273
2021-12-06T09:34:03.722Z	10	114	279	285
2021-12-06T09:34:23.736Z	2	131	262	299
2021-12-06T09:34:43.748Z	0	150	247	312
2021-12-06T09:35:03.758Z	4	170	231	324
2021-12-06T09:35:23.765Z	14	191	216	337
2021-12-06T09:35:43.779Z	32	216	201	350
2021-12-06T09:36:03.781Z	54	239	185	363
2021-12-06T09:36:23.782Z	81	262	171	378
2021-12-06T09:36:43.784Z	113	287	158	391
2021-12-06T09:37:03.793Z	150	312	145	404
2021-12-06T09:37:23.800Z	196	337	132	418
2021-12-06T09:37:43.805Z	241	366	120	431
2021-12-06T09:38:03.807Z	289	392	107	445
2021-12-06T09:38:23.821Z	339	419	96	460
2021-12-06T09:38:43.824Z	392	446	86	473
2021-12-06T09:39:03.838Z	446	473	76	487
2021-12-06T09:39:23.852Z	506	501	67	501
2021-12-06T09:39:43.864Z	561	531	58	514
2021-12-06T09:40:03.868Z	615	558	49	528
2021-12-06T09:40:23.878Z	667	585	41	543
2021-12-06T09:40:43.893Z	717	612	34	557
2021-12-06T09:41:03.906Z	765	638	28	570
2021-12-06T09:41:23.914Z	814	664	22	584
2021-12-06T09:41:43.928Z	855	692	17	597
2021-12-06T09:42:03.928Z	891	717	12	612
2021-12-06T09:42:23.939Z	922	741	9	625
2021-12-06T09:42:43.952Z	949	765	6	638
2021-12-06T09:43:03.958Z	972	788	3	651
2021-12-06T09:43:23.970Z	987	812	2	664
2021-12-06T09:43:43.974Z	997	832	0	678
2021-12-06T09:44:03.987Z	1000	852	0	691
2021-12-06T09:44:23.997Z	998	871	0	703
2021-12-06T09:44:44.004Z	988	889	1	716
2021-12-06T09:45:04.008Z	973	907	3	728
2021-12-06T09:45:24.019Z	953	922	5	741
2021-12-06T09:45:44.023Z	927	936	8	753
2021-12-06T09:46:04.036Z	896	949	12	765
2021-12-06T09:46:24.048Z	861	960	16	776
2021-12-06T09:46:44.051Z	816	971	21	787
2021-12-06T09:47:04.064Z	773	979	27	800
2021-12-06T09:47:24.073Z	725	987	34	810
2021-12-06T09:47:44.082Z	676	992	40	821
2021-12-06T09:48:04.084Z	624	996	48	831
2021-12-06T09:48:24.097Z	564	999	56	841
2021-12-06T09:48:44.108Z	510	1000	66	851
2021-12-06T09:49:04.110Z	455	999	75	862
2021-12-06T09:49:24.118Z	402	998	85	871
2021-12-06T09:49:44.133Z	349	994	95	880
2021-12-06T09:50:04.148Z	293	989	106	889
2021-12-06T09:50:24.162Z	244	982	117	897
2021-12-06T09:50:44.166Z	199	974	131	906
2021-12-06T09:51:04.181Z	157	965	143	914
2021-12-06T09:51:24.194Z	120	954	156	921
2021-12-06T09:51:44.194Z	87	942	170	929
2021-12-06T09:52:04.206Z	56	927	184	936
2021-12-06T09:52:24.209Z	33	912	199	942
2021-12-06T09:52:44.222Z	17	896	214	949
2021-12-06T09:53:04.233Z	6	879	229	955
2021-12-06T09:53:24.248Z	0	860	245	960
2021-12-06T09:53:44.249Z	2	841	260	965
2021-12-06T09:54:04.260Z	9	818	277	970
2021-12-06T09:54:24.260Z	22	797	295	975
2021-12-06T09:54:44.261Z	41	774	312	979
2021-12-06T09:55:04.274Z	65	751	328	983
2021-12-06T09:55:24.279Z	95	727	346	986
2021-12-06T09:55:44.286Z	133	703	363	989
2021-12-06T09:56:04.288Z	172	675	381	992
2021-12-06T09:56:24.299Z	215	649	400	994
2021-12-06T09:56:44.310Z	261	623	418	996
2021-12-06T09:57:04.312Z	310	596	436	998
2021-12-06T09:57:24.321Z	368	569	454	999
2021-12-06T09:57:44.328Z	421	539	472	1000
2021-12-06T09:58:04.342Z	475	512	492	1000
2021-12-06T09:58:24.345Z	530	485	510	1000
2021-12-06T09:58:44.348Z	583	458	529	1000
2021-12-06T09:59:04.348Z	642	431	547	999
2021-12-06T09:59:24.353Z	694	401	565	998
2021-12-06T09:59:44.360Z	743	374	585	996
2021-12-06T10:00:04.368Z	789	348	602	994
2021-12-06T10:00:24.375Z	831	323	620	992
2021-12-06T10:00:44.385Z	870	297	638	989
2021-12-06T10:01:04.396Z	908	270	655	986
2021-12-06T10:01:24.401Z	937	246	674	983
2021-12-06T10:01:44.404Z	961	223	691	979
2021-12-06T10:02:04.411Z	979	201	708	974
2021-12-06T10:02:24.423Z	992	179	724	970
2021-12-06T10:02:44.432Z	999	159	740	965
2021-12-06T10:03:04.436Z	999	138	756	960
2021-12-06T10:03:24.445Z	994	119	773	954
2021-12-06T10:03:44.449Z	982	102	788	948
2021-12-06T10:04:04.453Z	965	86	803	942
2021-12-06T10:04:24.453Z	942	72	817	935
2021-12-06T10:04:44.455Z	911	57	831	928
2021-12-06T10:05:04.469Z	878	45	845	921
2021-12-06T10:05:24.478Z	840	34	858	913
2021-12-06T10:05:44.489Z	798	25	871	905
2021-12-06T10:06:04.494Z	753	17	883	897
2021-12-06T10:06:24.509Z	699	10	894	888
2021-12-06T10:06:44.508Z	648	6	906	880
2021-12-06T10:07:04.510Z	595	2	916	870
2021-12-06T10:07:24.516Z	541	0	926	860
2021-12-06T10:07:44.523Z	487	0	935	851
2021-12-06T10:08:04.529Z	427	1	944	841
2021-12-06T10:08:24.530Z	373	4	952	831
2021-12-06T10:08:44.542Z	321	8	960	819
2021-12-06T10:09:04.555Z	272	14	967	809
2021-12-06T10:09:24.564Z	225	21	973	798
2021-12-06T10:09:44.567Z	176	30	979	787
2021-12-06T10:10:04.581Z	137	41	984	776
2021-12-06T10:10:24.588Z	102	52	988	764
2021-12-06T10:10:44.589Z	71	65	992	751
2021-12-06T10:11:04.594Z	46	79	995	739
2021-12-06T10:11:24.594Z	26	94	997	727
2021-12-06T10:11:44.602Z	10	113	999	715
2021-12-06T10:12:04.615Z	2	131	1000	703
2021-12-06T10:12:24.628Z	0	150	1000	689
2021-12-06T10:12:44.637Z	4	169	1000	676
2021-12-06T10:13:04.641Z	14	190	998	663
2021-12-06T10:13:24.656Z	31	212	997	651
2021-12-06T10:13:44.667Z	53	237	994	638
2021-12-06T10:14:04.675Z	80	261	991	623
2021-12-06T10:14:24.686Z	112	285	987	610
2021-12-06T10:14:44.697Z	148	310	983	596
2021-12-06T10:15:04.706Z	193	336	978	583
2021-12-06T10:15:24.710Z	238	364	972	570
2021-12-06T10:15:44.715Z	286	391	965	555
2021-12-06T10:16:04.722Z	336	417	958	541
2021-12-06T10:16:24.723Z	389	444	950	527
2021-12-06T10:16:44.728Z	448	471	942	514
2021-12-06T10:17:04.728Z	503	502	933	500
2021-12-06T10:17:24.730Z	557	529	923	487
2021-12-06T10:17:44.743Z	611	556	913	471
2021-12-06T10:18:04.743Z	663	583	902	458
2021-12-06T10:18:24.744Z	714	610	891	444
2021-12-06T10:18:44.749Z	767	636	880	431
2021-12-06T10:19:04.751Z	811	665	868	417
2021-12-06T10:19:24.756Z	852	691	854	402
2021-12-06T10:19:44.759Z	888	715	841	389
2021-12-06T10:20:04.767Z	920	740	827	376
2021-12-06T10:20:24.768Z	950	763	813	363
2021-12-06T10:20:44.781Z	971	789	799	350
2021-12-06T10:21:04.786Z	986	810	782	337
2021-12-06T10:21:24.800Z	996	831	767	323
2021-12-06T10:21:44.812Z	1000	851	752	310
2021-12-06T10:22:04.826Z	998	870	736	297
2021-12-06T10:22:24.831Z	989	888	720	285
2021-12-06T10:22:44.840Z	974	906	703	273
2021-12-06T10:23:04.850Z	954	921	685	261
2021-12-06T10:23:24.861Z	928	936	668	247
2021-12-06T10:23:44.866Z	898	948	650	236
2021-12-06T10:24:04.868Z	862	960	633	224
2021-12-06T10:24:24.870Z	818	970	615	213
2021-12-06T10:24:44.875Z	774	979	598	202
2021-12-06T10:25:04.884Z	727	986	578	191
2021-12-06T10:25:24.893Z	677	992	560	179
2021-12-06T10:25:44.898Z	625	996	541	169
2021-12-06T10:26:04.913Z	572	999	523	159
2021-12-06T10:26:24.916Z	511	1000	505	149
2021-12-06T10:26:44.926Z	457	1000	487	139
2021-12-06T10:27:04.939Z	403	998	467	130
2021-12-06T10:27:24.947Z	350	994	449	120
2021-12-06T10:27:44.955Z	299	989	431	111
2021-12-06T10:28:04.964Z	250	983	413	103
2021-12-06T10:28:24.974Z	199	975	395	95
2021-12-06T10:28:44.988Z	158	965	377	87
2021-12-06T10:29:04.992Z	120	954	358	79
2021-12-06T10:29:25.001Z	87	942	340	71
2021-12-06T10:29:45.001Z	59	928	323	65
2021-12-06T10:30:05.003Z	36	914	306	58
2021-12-06T10:30:25.016Z	18	898	290	52
2021-12-06T10:30:45.018Z	6	879	273	46
2021-12-06T10:31:05.030Z	0	860	255	40
2021-12-06T10:31:25.038Z	1	841	240	35
2021-12-06T10:31:45.039Z	8	820	224	30
2021-12-06T10:32:05.042Z	21	799	209	25
2021-12-06T10:32:25.049Z	39	777	195	21
2021-12-06T10:32:45.051Z	66	753	180	17
2021-12-06T10:33:05.057Z	95	727	167	14
2021-12-06T10:33:25.066Z	130	702	152	11
2021-12-06T10:33:45.067Z	168	677	139	8
2021-12-06T10:34:05.082Z	211	651	127	6
2021-12-06T10:34:25.088Z	257	625	115	4
2021-12-06T10:34:45.102Z	312	598	103	2
2021-12-06T10:35:05.103Z	364	568	93	1
2021-12-06T10:35:25.114Z	417	541	81	0
2021-12-06T10:35:45.123Z	471	514	72	0
2021-12-06T10:36:05.130Z	526	487	63	0
2021-12-06T10:36:25.143Z	580	460	54	0
2021-12-06T10:36:45.152Z	639	432	46	1
2021-12-06T10:37:05.157Z	690	402	39	2
2021-12-06T10:37:25.163Z	740	376	31	4
2021-12-06T10:37:45.173Z	786	350	25	6
2021-12-06T10:38:05.177Z	829	324	20	8
2021-12-06T10:38:25.189Z	868	299	15	11
2021-12-06T10:38:45.203Z	906	274	11	14
2021-12-06T10:39:05.205Z	936	247	8	17
2021-12-06T10:39:25.215Z	960	224	4	21
2021-12-06T10:39:45.226Z	978	202	2	25
2021-12-06T10:40:05.240Z	991	180	1	30
2021-12-06T10:40:25.252Z	999	160	0	35
2021-12-06T10:40:45.266Z	999	140	0	40
2021-12-06T10:41:05.270Z	994	120	1	45
2021-12-06T10:41:25.275Z	983	103	2	51
2021-12-06T10:41:45.289Z	966	87	4	58
2021-12-06T10:42:05.300Z	943	72	7	65
2021-12-06T10:42:25.309Z	915	59	10	72
2021-12-06T10:42:45.319Z	879	47	14	79
2021-12-06T10:43:05.327Z	841	35	18	86
2021-12-06T10:43:25.332Z	799	25	24	95
2021-12-06T10:43:45.338Z	754	17	30	103
2021-12-06T10:44:05.338Z	705	11	36	112
2021-12-06T10:44:25.346Z	654	6	43	120
2021-12-06T10:44:45.361Z	596	3	51	129
2021-12-06T10:45:05.368Z	542	0	60	139
2021-12-06T10:45:25.378Z	487	0	69	149
2021-12-06T10:45:45.380Z	433	1	79	159
2021-12-06T10:46:05.385Z	380	4	89	169
2021-12-06T10:46:25.392Z	322	8	100	179
2021-12-06T10:46:45.393Z	272	14	111	190
2021-12-06T10:47:05.405Z	226	21	124	202
2021-12-06T10:47:25.408Z	182	30	136	213
2021-12-06T10:47:45.416Z	142	39	148	224
2021-12-06T10:48:05.427Z	102	51	162	236
2021-12-06T10:48:25.429Z	72	65	177	247
2021-12-06T10:48:45.433Z	46	79	191	260
2021-12-06T10:49:05.441Z	26	94	205	272
2021-12-06T10:49:25.455Z	12	111	220	285
2021-12-06T10:49:45.457Z	2	128	235	297
2021-12-06T10:50:05.459Z	0	149	251	309
2021-12-06T10:50:25.472Z	4	169	268	323
2021-12-06T10:50:45.487Z	13	190	284	336
2021-12-06T10:51:05.496Z	28	211	301	349
2021-12-06T10:51:25.500Z	52	234	318	362
2021-12-06T10:51:45.511Z	79	260	337	375
2021-12-06T10:52:05.520Z	111	284	354	390
2021-12-06T10:52:25.521Z	147	309	371	403
2021-12-06T10:52:45.522Z	188	335	389	417
2021-12-06T10:53:05.525Z	232	361	407	430
2021-12-06T10:53:25.537Z	285	387	425	444
2021-12-06T10:53:45.549Z	335	417	445	457
2021-12-06T10:54:05.555Z	388	444	463	472
2021-12-06T10:54:25.557Z	441	471	481	486
2021-12-06T10:54:45.568Z	496	498	499	500
2021-12-06T10:55:25.570Z	610	556	536	527
2021-12-06T10:55:45.580Z	663	583	556	540
2021-12-06T10:56:05.586Z	713	610	574	556
2021-12-06T10:56:25.590Z	761	636	592	569
2021-12-06T10:56:45.596Z	806	662	609	583
2021-12-06T10:57:05.601Z	851	688	627	596
2021-12-06T10:57:25.615Z	888	715	645	609
2021-12-06T10:57:45.619Z	920	740	664	623
2021-12-06T10:58:05.625Z	947	763	681	637
2021-12-06T10:58:25.631Z	969	786	698	650
2021-12-06T10:58:45.638Z	985	808	714	663
2021-12-06T10:59:05.642Z	996	829	730	676
2021-12-06T10:59:25.645Z	1000	851	746	689
2021-12-06T10:59:45.651Z	998	870	764	701
2021-12-06T11:00:05.660Z	990	888	779	715
2021-12-06T11:00:25.668Z	976	904	794	727
2021-12-06T11:00:45.681Z	956	920	809	739
2021-12-06T11:01:05.685Z	928	934	823	751
2021-12-06T11:01:25.693Z	898	948	836	763
2021-12-06T11:01:45.708Z	862	960	851	774
2021-12-06T11:02:05.721Z	823	970	864	787
2021-12-06T11:02:25.735Z	779	978	876	798
2021-12-06T11:02:45.735Z	732	986	888	809
2021-12-06T11:03:05.750Z	677	991	899	819
2021-12-06T11:03:25.751Z	625	996	910	830
2021-12-06T11:03:45.757Z	572	999	921	841
2021-12-06T11:04:05.763Z	517	1000	930	851
2021-12-06T11:04:25.766Z	463	1000	939	860
2021-12-06T11:04:45.769Z	409	998	948	870
2021-12-06T11:05:05.779Z	350	995	956	879
2021-12-06T11:05:25.786Z	299	989	963	888
2021-12-06T11:05:45.799Z	250	983	970	896
2021-12-06T11:06:05.813Z	205	975	976	905
2021-12-06T11:06:25.827Z	162	966	981	913
2021-12-06T11:06:45.830Z	124	955	986	921
2021-12-06T11:07:05.832Z	87	943	990	928
2021-12-06T11:07:25.837Z	59	929	993	935
2021-12-06T11:07:45.847Z	36	914	996	941
2021-12-06T11:08:05.849Z	18	898	998	948
2021-12-06T11:08:25.860Z	7	881	999	954
2021-12-06T11:08:45.870Z	1	863	1000	960
2021-12-06T11:09:05.875Z	1	843	1000	965
2021-12-06T11:09:25.880Z	8	821	999	970
2021-12-06T11:09:45.885Z	20	799	998	975
2021-12-06T11:10:05.893Z	39	777	996	979
2021-12-06T11:10:25.903Z	62	754	993	983
2021-12-06T11:10:45.910Z	91	730	989	986
2021-12-06T11:11:05.913Z	129	705	985	989
2021-12-06T11:11:25.916Z	168	677	981	992
2021-12-06T11:11:45.922Z	211	651	975	994
2021-12-06T11:12:05.935Z	257	625	969	996
2021-12-06T11:12:25.947Z	306	599	962	998
2021-12-06T11:12:45.953Z	357	572	955	999
2021-12-06T11:13:05.961Z	416	545	947	1000
2021-12-06T11:13:25.962Z	470	515	939	1000
2021-12-06T11:13:45.964Z	525	487	929	1000
2021-12-06T11:14:05.970Z	579	460	919	1000
2021-12-06T11:14:25.970Z	632	433	909	999
2021-12-06T11:14:45.978Z	684	406	898	998
2021-12-06T11:15:05.986Z	739	379	887	996
2021-12-06T11:15:25.986Z	785	350	875	994
2021-12-06T11:15:45.991Z	828	324	861	992
2021-12-06T11:16:06.005Z	867	299	848	989
2021-12-06T11:16:26.005Z	902	274	835	986
2021-12-06T11:16:46.017Z	932	250	821	983
2021-12-06T11:17:06.027Z	959	227	807	979
2021-12-06T11:17:26.041Z	978	202	793	975
2021-12-06T11:17:46.046Z	991	181	776	970
2021-12-06T11:18:06.050Z	998	160	761	965
2021-12-06T11:18:26.056Z	1000	141	745	960
2021-12-06T11:18:46.057Z	995	122	729	955
2021-12-06T11:19:06.058Z	983	105	713	949
2021-12-06T11:19:26.060Z	966	87	694	943
2021-12-06T11:19:46.069Z	944	73	678	936
2021-12-06T11:20:06.080Z	916	59	661	929
2021-12-06T11:20:26.081Z	884	47	643	921
2021-12-06T11:20:46.097Z	842	36	626	914
2021-12-06T11:21:06.099Z	800	26	608	906
2021-12-06T11:21:26.109Z	755	18	588	898
2021-12-06T11:21:46.118Z	707	11	570	889
2021-12-06T11:22:06.130Z	656	6	552	880
2021-12-06T11:22:26.133Z	603	3	534	871
2021-12-06T11:22:46.140Z	543	1	516	862
2021-12-06T11:23:06.155Z	489	0	498	852
2021-12-06T11:23:26.168Z	434	1	478	842
2021-12-06T11:23:46.183Z	381	4	459	831
2021-12-06T11:24:06.191Z	329	8	441	821
2021-12-06T11:24:26.205Z	278	13	423	810
2021-12-06T11:24:46.210Z	231	20	405	799
2021-12-06T11:25:06.226Z	182	30	387	788
2021-12-06T11:25:26.231Z	142	40	368	777
2021-12-06T11:25:46.232Z	106	51	350	764
2021-12-06T11:26:06.238Z	75	64	333	753
2021-12-06T11:26:26.240Z	49	77	316	741
2021-12-06T11:26:46.253Z	28	93	299	729
2021-12-06T11:27:06.256Z	11	111	283	717
2021-12-06T11:27:26.269Z	3	129	265	704
2021-12-06T11:27:46.278Z	0	147	249	690
2021-12-06T11:28:06.290Z	3	167	233	678
2021-12-06T11:28:26.301Z	12	188	218	665
2021-12-06T11:28:46.310Z	29	210	203	652
2021-12-06T11:29:06.321Z	50	235	189	639
2021-12-06T11:29:26.331Z	77	259	173	626
2021-12-06T11:29:46.335Z	108	283	160	611
2021-12-06T11:30:06.338Z	145	308	147	598
2021-12-06T11:30:26.350Z	185	333	134	584
2021-12-06T11:30:46.356Z	229	359	122	571
2021-12-06T11:31:06.361Z	282	386	110	557
2021-12-06T11:31:26.371Z	332	415	98	544
2021-12-06T11:31:46.380Z	385	442	87	528
2021-12-06T11:32:06.390Z	438	469	77	515
2021-12-06T11:32:26.396Z	492	497	68	501
2021-12-06T11:32:46.400Z	553	524	59	488
2021-12-06T11:33:06.407Z	606	554	51	474
2021-12-06T11:33:26.414Z	659	581	42	459
2021-12-06T11:33:46.429Z	710	608	35	445
2021-12-06T11:34:06.429Z	757	634	29	432
2021-12-06T11:34:26.443Z	807	660	23	419
2021-12-06T11:34:46.445Z	848	688	18	405
2021-12-06T11:35:06.455Z	885	713	13	392
2021-12-06T11:35:26.455Z	918	738	9	377
2021-12-06T11:35:46.462Z	945	761	6	364
2021-12-06T11:36:06.469Z	967	784	4	351
2021-12-06T11:36:26.470Z	985	806	2	338
2021-12-06T11:36:46.483Z	996	830	1	325
2021-12-06T11:37:06.494Z	1000	850	0	312
2021-12-06T11:37:26.498Z	998	869	0	298
2021-12-06T11:37:46.507Z	991	886	1	286
2021-12-06T11:38:06.508Z	977	903	3	274
2021-12-06T11:38:26.517Z	956	919	5	262
2021-12-06T11:38:46.520Z	931	934	8	250
2021-12-06T11:39:06.520Z	900	947	12	238
2021-12-06T11:39:26.530Z	865	959	16	225
2021-12-06T11:39:46.541Z	826	969	21	214
2021-12-06T11:40:06.549Z	783	978	26	203
2021-12-06T11:40:26.560Z	731	985	32	192
2021-12-06T11:40:46.563Z	681	992	39	181
2021-12-06T11:41:06.574Z	629	996	47	171
2021-12-06T11:41:26.585Z	576	999	55	160
2021-12-06T11:41:46.599Z	522	1000	64	150
2021-12-06T11:42:06.608Z	467	1000	73	140
2021-12-06T11:42:26.614Z	407	998	83	131
2021-12-06T11:42:46.621Z	354	994	94	122
2021-12-06T11:43:06.623Z	303	990	105	112
2021-12-06T11:43:26.636Z	254	983	116	104
2021-12-06T11:43:46.650Z	208	976	128	96
2021-12-06T11:44:06.656Z	161	967	141	88
2021-12-06T11:44:26.660Z	123	955	153	80
2021-12-06T11:44:46.662Z	90	943	168	73
2021-12-06T11:45:06.672Z	61	930	182	65
2021-12-06T11:45:26.673Z	38	915	196	59
2021-12-06T11:45:46.681Z	20	899	211	52
2021-12-06T11:46:06.690Z	6	882	226	46
2021-12-06T11:46:26.694Z	1	862	241	41
2021-12-06T11:46:46.696Z	1	843	259	36
2021-12-06T11:47:06.701Z	7	823	275	30
2021-12-06T11:47:26.705Z	19	801	291	26
2021-12-06T11:47:46.716Z	37	779	308	22
2021-12-06T11:48:06.721Z	63	756	325	18
2021-12-06T11:48:26.729Z	92	730	344	14
2021-12-06T11:48:46.739Z	125	705	361	11
2021-12-06T11:49:06.744Z	163	680	379	8
2021-12-06T11:49:26.754Z	205	654	396	6
2021-12-06T11:49:46.756Z	256	626	414	4
2021-12-06T11:50:06.765Z	305	599	434	3
2021-12-06T11:50:26.775Z	356	572	452	1
2021-12-06T11:50:46.783Z	409	545	470	0
2021-12-06T11:51:06.787Z	463	518	488	0
2021-12-06T11:51:26.793Z	523	491	506	0
2021-12-06T11:51:46.799Z	578	461	525	0
2021-12-06T11:52:06.813Z	631	434	545	1
2021-12-06T11:52:26.823Z	682	407	563	2
2021-12-06T11:52:46.836Z	732	380	581	4
2021-12-06T11:53:06.848Z	784	354	598	6
2021-12-06T11:53:26.857Z	827	325	616	8
2021-12-06T11:53:46.860Z	866	300	636	11
2021-12-06T11:54:06.866Z	901	276	653	14
2021-12-06T11:54:26.866Z	931	251	670	17
2021-12-06T11:54:46.878Z	956	228	687	21
2021-12-06T11:55:06.880Z	977	203	704	25
2021-12-06T11:55:26.892Z	991	182	722	29
2021-12-06T11:55:46.906Z	998	161	738	34
2021-12-06T11:56:06.919Z	1000	142	754	39
2021-12-06T11:56:26.933Z	995	124	769	45
2021-12-06T11:56:46.941Z	984	104	784	51
2021-12-06T11:57:06.954Z	968	88	801	57
2021-12-06T11:57:26.961Z	946	74	815	64
2021-12-06T11:57:46.972Z	918	60	829	71
2021-12-06T11:58:06.987Z	886	48	842	78
2021-12-06T11:58:27.002Z	845	36	855	85
2021-12-06T11:58:47.012Z	804	26	869	93
2021-12-06T11:59:07.016Z	759	18	881	102
2021-12-06T11:59:27.022Z	711	12	893	110
2021-12-06T11:59:47.024Z	655	7	904	119
2021-12-06T12:00:07.032Z	602	3	914	128
2021-12-06T12:00:27.032Z	549	1	925	137
2021-12-06T12:00:47.042Z	495	0	934	148
2021-12-06T12:01:07.047Z	440	1	943	158
2021-12-06T12:01:27.052Z	381	3	951	168
2021-12-06T12:01:47.063Z	329	8	959	178
2021-12-06T12:02:07.070Z	279	13	966	190
2021-12-06T12:02:27.076Z	232	20	972	200
2021-12-06T12:02:47.088Z	188	28	978	211
2021-12-06T12:03:07.089Z	143	38	983	223
2021-12-06T12:03:27.092Z	107	50	988	234
2021-12-06T12:03:47.099Z	76	63	991	247
2021-12-06T12:04:07.115Z	50	77	994	259
2021-12-06T12:04:27.130Z	29	92	997	271
2021-12-06T12:04:47.141Z	12	110	999	283
2021-12-06T12:05:07.151Z	3	128	1000	295
2021-12-06T12:05:27.159Z	0	146	1000	309
2021-12-06T12:05:47.163Z	3	166	1000	321
2021-12-06T12:06:07.170Z	13	187	999	334
2021-12-06T12:06:27.183Z	28	211	997	347
2021-12-06T12:06:47.190Z	48	233	994	362
2021-12-06T12:07:07.204Z	74	257	991	375
2021-12-06T12:07:27.213Z	105	281	988	388
2021-12-06T12:07:47.220Z	145	305	983	401
2021-12-06T12:08:07.228Z	186	334	979	415
2021-12-06T12:08:27.236Z	229	359	972	429
2021-12-06T12:08:47.251Z	277	386	966	443
2021-12-06T12:09:07.255Z	327	412	959	456
2021-12-06T12:09:27.255Z	384	439	952	470
2021-12-06T12:09:47.268Z	438	469	944	484
2021-12-06T12:10:07.268Z	492	496	934	499
2021-12-06T12:10:27.273Z	546	523	925	512
2021-12-06T12:10:47.274Z	600	551	915	526
2021-12-06T12:11:07.284Z	658	578	905	539
2021-12-06T12:11:27.299Z	709	607	894	553
2021-12-06T12:11:47.304Z	757	634	881	568
2021-12-06T12:12:07.318Z	802	660	869	581
2021-12-06T12:12:27.333Z	843	685	856	595
2021-12-06T12:12:47.347Z	885	710	843	608
2021-12-06T12:13:07.354Z	917	737	830	621
2021-12-06T12:13:27.366Z	945	761	815	634
2021-12-06T12:13:47.377Z	967	784	800	649
2021-12-06T12:14:07.379Z	984	806	786	662
2021-12-06T12:14:27.389Z	995	827	771	675
2021-12-06T12:14:47.401Z	1000	849	755	687
2021-12-06T12:15:07.412Z	998	868	738	700
2021-12-06T12:15:27.423Z	991	886	722	714
2021-12-06T12:15:47.426Z	978	902	705	726
2021-12-06T12:16:07.440Z	959	918	689	738
2021-12-06T12:16:27.454Z	932	934	672	750
2021-12-06T12:16:47.454Z	902	947	653	761
2021-12-06T12:17:07.469Z	867	958	635	774
2021-12-06T12:17:27.471Z	828	968	618	785
2021-12-06T12:17:47.479Z	780	977	600	797
2021-12-06T12:18:07.486Z	734	985	582	807
2021-12-06T12:18:27.486Z	685	991	562	819
2021-12-06T12:18:47.489Z	633	996	544	829
2021-12-06T12:19:07.504Z	580	998	526	839
2021-12-06T12:19:27.506Z	520	1000	508	849
2021-12-06T12:19:47.518Z	466	1000	488	859
2021-12-06T12:20:07.520Z	412	998	470	869
2021-12-06T12:20:27.527Z	360	995	452	878
2021-12-06T12:20:47.537Z	309	990	434	887
2021-12-06T12:21:07.538Z	254	984	416	895
2021-12-06T12:21:27.541Z	209	976	396	904
2021-12-06T12:21:47.541Z	166	967	379	912
2021-12-06T12:22:07.553Z	128	956	361	920
2021-12-06T12:22:27.554Z	90	945	344	927
2021-12-06T12:22:47.560Z	62	930	327	934
2021-12-06T12:23:07.567Z	38	916	308	941
2021-12-06T12:23:27.579Z	20	900	292	947
2021-12-06T12:23:47.579Z	8	883	275	953
2021-12-06T12:24:07.591Z	1	865	259	959
2021-12-06T12:24:27.593Z	1	844	243	964
2021-12-06T12:24:47.599Z	7	823	226	969
2021-12-06T12:25:07.599Z	18	802	211	974
2021-12-06T12:25:27.611Z	36	780	197	978
2021-12-06T12:25:47.614Z	61	757	183	982
2021-12-06T12:26:07.624Z	90	731	169	985
2021-12-06T12:26:27.628Z	123	706	154	989
2021-12-06T12:26:47.641Z	161	681	141	991
2021-12-06T12:27:07.646Z	203	656	129	994
2021-12-06T12:27:27.659Z	254	630	117	996
2021-12-06T12:27:47.670Z	303	600	106	997
2021-12-06T12:28:07.673Z	354	574	94	999
2021-12-06T12:28:27.688Z	406	547	83	999
2021-12-06T12:28:47.702Z	460	520	74	1000
2021-12-06T12:29:07.715Z	520	490	64	1000
2021-12-06T12:29:27.717Z	574	462	55	1000
2021-12-06T12:29:47.729Z	627	435	47	999
2021-12-06T12:30:07.732Z	679	409	40	998
2021-12-06T12:30:27.742Z	729	382	33	996
2021-12-06T12:30:47.747Z	781	353	27	995
2021-12-06T12:31:07.754Z	824	327	21	992
